Kosten nach Verbesserung: 3.111275572297222E7
Variable Kosten: 12755.722972222138
Anzahl Umlaeufe: 74
Ersparnis: 2.1499600264427774E7
Anzahl Ladestationen: 6
Gesamtverbrauch in kWh: 20324.520499999846
Zeitdauer: 536.3613888888889
Anzahl Servicefahrten: 867

*;;;;;;;;;;
* Ergebnis;;;;;;;;;;
*;;;;;;;;;;
Ergebnis: Iteration; Kosten; Fahrzeuge; Ladestationen
742;3.56130021081E7;79;16
743;3.56130021081E7;79;16
744;3.56130021081E7;79;16
745;3.56130021081E7;79;16
746;3.56130021081E7;79;16
747;3.56130021081E7;79;16
748;3.56130021081E7;79;16
749;3.56130021081E7;79;16
750;3.56130021081E7;79;16
751;3.56130021081E7;79;16
752;3.56130021081E7;79;16
753;3.56130021081E7;79;16
754;3.56130021081E7;79;16
755;3.56130021081E7;79;16
756;3.56130021081E7;79;16
757;3.56130021081E7;79;16
758;3.56130021081E7;79;16
759;3.56130021081E7;79;16
760;3.56130021081E7;79;16
761;3.56130021081E7;79;16
762;3.56130021081E7;79;16
763;3.56130021081E7;79;16
764;3.56130021081E7;79;16
765;3.56130021081E7;79;16
766;3.56130021081E7;79;16
767;3.56130021081E7;79;16
768;3.56130021081E7;79;16
769;3.56130021081E7;79;16
770;3.56130021081E7;79;16
771;3.56130021081E7;79;16
772;3.56130021081E7;79;16
773;3.56130021081E7;79;16
774;3.56130021081E7;79;16
775;3.56130021081E7;79;16
776;3.56130021081E7;79;16
777;3.56130021081E7;79;16
778;3.56130021081E7;79;16
779;3.56130021081E7;79;16
780;3.56130021081E7;79;16
781;3.56130021081E7;79;16
782;3.56130021081E7;79;16
783;3.56130021081E7;79;16
784;3.56130021081E7;79;16
785;3.56130021081E7;79;16
786;3.56130021081E7;79;16
787;3.56130021081E7;79;16
788;3.56130021081E7;79;16
789;3.56130021081E7;79;16
790;3.56130021081E7;79;16
791;3.56130021081E7;79;16
792;3.56130021081E7;79;16
793;3.56130021081E7;79;16
794;3.56130021081E7;79;16
795;3.56130021081E7;79;16
796;3.56130021081E7;79;16
797;3.56130021081E7;79;16
798;3.56130021081E7;79;16
799;3.56130021081E7;79;16
800;3.536310820589445E7;79;15
801;3.536310820589445E7;79;15
802;3.536310753598333E7;79;15
803;3.536310753598333E7;79;15
804;3.536310753598333E7;79;15
805;3.536310753598333E7;79;15
806;3.536310753598333E7;79;15
807;3.536310753598333E7;79;15
808;3.536310753598333E7;79;15
809;3.536310753598333E7;79;15
810;3.536310753598333E7;79;15
811;3.536310753598333E7;79;15
812;3.536310753598333E7;79;15
813;3.536310753598333E7;79;15
814;3.536310753598333E7;79;15
815;3.536310753598333E7;79;15
816;3.536310753598333E7;79;15
817;3.536310753598333E7;79;15
818;3.536310753598333E7;79;15
