*;;;;;;;;;;
* Initialloesung;;;;;;;;;;
*;;;;;;;;;;
$INITIALSTOPPOINT:ID;isLoadingstation;frequency
23;[0000108399, 00327682, 0839908399, 00327683, 0839908399, 00327685, 0839908399, 00327686, 0839908399, 00327698, 0835700001];[]
24;[0000108562, 06029331, 0889008884, 03145733, 0889000001];[]
25;[0000108562, 06029332, 0889008888, 02949125, 0889008885, 03211272, 0889000001];[]
26;[0000108562, 06029333, 0889008884, 03145766, 0889008880, 01114122, 0889008885, 03211277, 0889000001];[08880]
27;[0000108884, 03145734, 0889009144, 02687040, 0865208652, 02687008, 0856908569, 01835013, 0845300001];[]
28;[0000108884, 03145736, 0889008883, 00655370, 0850708736, 01835021, 0856908569, 01835010, 0864700001];[]
29;[0000108884, 03145735, 0889008880, 01114123, 0889008884, 03145773, 0889008385, 00786447, 0864700001];[08884]
30;[0000108884, 03145737, 0889008867, 02687002, 0891608916, 02687028, 0887508866, 02228228, 0847900001];[]
31;[0000108884, 03145732, 0888709305, 01769473, 0889008881, 00065556, 0835708320, 00851976, 0844408444, 00851999, 0831908880, 00589857, 0889000001];[08880]
32;[0000108884, 03145731, 0889008889, 04653057, 0938008812, 00917549, 0911009110, 00917524, 0827108888, 02949131, 0889000001];[08812]
33;[0000108888, 02555905, 0891308913, 02293769, 0826008883, 00655362, 0863108631, 00655381, 0889000001];[]
34;[0000109140, 03866626, 0889008881, 00720903, 0863208632, 00720918, 0889000001];[]
35;[0000108673, 04915202, 0899208992, 03473421, 0899308992, 03473414, 0899300001];[]
36;[0000108506, 00655400, 0889008885, 03276816, 0888508883, 00655364, 0863108631, 00655393, 0889008886, 02621477, 0889000001];[08631]
37;[0000108546, 02424843, 0852108521, 02490373, 0852408524, 02424839, 0889008884, 03145756, 0889000001];[]
38;[0000108674, 03473420, 0898308387, 01507335, 0835508888, 00458757, 0901900001];[]
39;[0000108698, 06029328, 0889008885, 03276811, 0888508883, 00655366, 0863100001];[]
40;[0000108562, 06029329, 0889008888, 00458764, 0902409024, 00917514, 0881208812, 00917583, 0936209362, 00917585, 0827208884, 03145748, 0889000001];[09362]
41;[0000108698, 06029326, 0889008271, 02883585, 0889008882, 03014660, 0889008884, 03145747, 0889000001];[]
42;[0000108562, 06029327, 0889008882, 03014659, 0889008885, 03211270, 0889008886, 01048599, 0889008889, 01310777, 0929000001];[08886]
43;[0000108556, 06029330, 0889008459, 00720912, 0889008881, 00720897, 0863208632, 00720907, 0889008882, 03014661, 0889000001];[08881]
44;[0000108886, 02621448, 0889008888, 02949121, 0889008888, 02949124, 0889008880, 01114126, 0889008271, 00917525, 0895100001];[08880]
45;[0000108886, 02621447, 0889008880, 01114121, 0889008880, 00589837, 0889008889, 04653061, 0918909708, 04653088, 0970500001];[08880, 09708]
46;[0000108886, 02621449, 0889008886, 01048589, 0889008886, 00458762, 0881208812, 00917547, 0911009110, 00917520, 0881208812, 00917579, 0936208361, 00065591, 0889008886, 01048613, 0889000001];[08886, 08812, 08812]
47;[0000108886, 02621444, 0889008444, 00851990, 0835408880, 00589847, 0889008886, 02621470, 0889000001];[08880]
48;[0000108886, 02621443, 0889008885, 02490372, 0852408524, 02687014, 0886708889, 01310755, 0969809698, 00524300, 0889000001];[08889]
49;[0000108706, 02621445, 0889008882, 01179663, 0889000001];[]
50;[0000108886, 02621451, 0889008886, 00458761, 0895108951, 00917526, 0881200001];[]
51;[0000108886, 02621450, 0889008886, 01048591, 0889008777, 00720911, 0856708568, 00786439, 0838508889, 01310740, 0969800001];[08886, 08568]
52;[0000108886, 02621453, 0889008886, 01048593, 0889008886, 00458756, 0881208812, 00917586, 0936209362, 00917580, 0829608296, 00917531, 0895300001];[08886, 09362]
53;[0000108726, 02687067, 0887508875, 02687042, 0891608886, 00458755, 0881208657, 00655402, 0863108631, 00655380, 0889008884, 03145755, 0889000001];[08812]
54;[0000108844, 02687062, 0887508875, 02687076, 0884408844, 02424840, 0887208886, 02621467, 0889000001];[]
55;[0000108886, 02621442, 0889008888, 01441799, 0912908272, 01638402, 0833608361, 00065573, 0889008884, 03145772, 0889008886, 01048600, 0889008882, 01179661, 0889000001];[08884, 08882]
56;[0000108889, 01310725, 0969809698, 00524301, 0889000001];[]
57;[0000108886, 02621441, 0889008888, 02949133, 0889008886, 02621462, 0889000001];[08886]
58;[0000108889, 01310723, 0969809698, 00524298, 0889008882, 03014673, 0889000001];[]
59;[0000108736, 00720906, 0889008264, 02293766, 0909009090, 01572876, 0826408883, 02818054, 0889008888, 06029320, 0856400001];[]
60;[0000108533, 03276801, 0888508883, 02818051, 0889008429, 01638403, 0901809018, 02752515, 0889008885, 03276812, 0888508883, 00655368, 0864600001];[08890, 08646]
61;[0000109057, 03276802, 0888508883, 02818061, 0889008882, 01179650, 0824108886, 02621452, 0889008271, 00983043, 0862300001];[08886]
62;[0000108886, 02621474, 0889008888, 02949137, 0889000001];[]
63;[0000108889, 01310739, 0969809698, 00524295, 0889008888, 06029318, 0856400001];[]
64;[0000108632, 00720915, 0889008888, 06029322, 0856408562, 06029339, 0889008886, 01048612, 0889000001];[08886]
65;[0000109064, 03276813, 0889008881, 00065540, 0835708358, 00262145, 0882609362, 00458772, 0889008880, 01114129, 0889008886, 01048609, 0889000001];[08880]
66;[0000108840, 03211281, 0889008260, 00524290, 0889008881, 01376259, 0914009140, 00065589, 0889000001];[]
67;[0000108886, 02621456, 0889008889, 01310753, 0970009700, 00524297, 0889008881, 00065549, 0835708361, 00065580, 0889008884, 03145760, 0889000001];[08886]
68;[0000108568, 00720921, 0863208632, 00720917, 0889008884, 03145750, 0889008886, 02621466, 0889000001];[08886]
69;[0000109057, 03276817, 0888508883, 00655371, 0864609375, 00262150, 0889000001];[]
70;[0000108889, 01310744, 0969809698, 01572867, 0929009290, 00524316, 0889000001];[]
71;[0000108889, 01310742, 0826008883, 03342337, 0969809698, 00524320, 0889000001];[]
72;[0000108889, 01310743, 0969809698, 00524309, 0889008922, 02687052, 0886708867, 02686980, 0892200001];[]
73;[0000109064, 02490374, 0889008880, 01114136, 0889000001];[]
74;[0000108884, 03145753, 0889008882, 03014657, 0889008759, 03342340, 0820608206, 01572872, 0821100001];[]
75;[0000108884, 03145744, 0889008883, 00655403, 0864608646, 01835012, 0856908569, 02686978, 0839009110, 00917539, 0881208812, 00917584, 0936208444, 00851991, 0831908880, 00589844, 0889008886, 01048602, 0889000001];[09110, 08880]
76;[0000109129, 03145746, 0889008882, 03014669, 0889008882, 01179658, 0889000001];[]
77;[0000108889, 01310770, 0929009290, 00524311, 0889008271, 00917522, 0881208886, 02621469, 0889000001];[08812]
78;[0000108886, 02621479, 0889008882, 01179654, 0824108241, 02818064, 0889008881, 00065547, 0835708361, 00065568, 0889008888, 00458759, 0827108603, 02031618, 0827108882, 01179656, 0889008880, 01114134, 0889008880, 00589852, 0889000001];[08361, 08880]
79;[0000108613, 03145743, 0889008885, 03276804, 0888508883, 00655401, 0865700001];[]
80;[0000108313, 02621478, 0889008882, 01179667, 0824108241, 02818062, 0889008882, 01179651, 0889008271, 00983049, 0862308631, 00655397, 0889008888, 02949135, 0889008271, 00983048, 0862308320, 00851972, 0844408444, 00851994, 0835408889, 01310750, 0969800001];[08631, 08889]
81;[0000108889, 01310768, 0929009290, 00524310, 0889008880, 00589836, 0889009104, 02293762, 0913208332, 01572869, 0910408387, 01376258, 0889008882, 03014666, 0889008880, 00589854, 0889000001];[08890, 08882]
82;[0000108889, 01310769, 0929009290, 00524324, 0889008882, 01179657, 0889000001];[]
83;[0000108889, 01310763, 0909609701, 01572865, 0889008470, 02555909, 0889008264, 02686990, 0928908361, 00065567, 0889008880, 01114152, 0889008881, 00065554, 0835708361, 00065583, 0889008886, 01048610, 0889000001];[08880, 08886]
84;[0000108889, 01310767, 0929009290, 00524327, 0889008880, 00589830, 0889008880, 01114119, 0889008880, 01114128, 0889000001];[08880]
85;[0000108698, 01441801, 0889008885, 03276818, 0888508883, 00655363, 0863100001];[]
86;[0000109123, 01441800, 0891308913, 02293774, 0909408361, 00065570, 0889008882, 03014672, 0889008880, 00589850, 0889000001];[08880]
87;[0000108889, 01310771, 0929009290, 00524313, 0889000001];[]
88;[0000109005, 02031619, 0889008880, 01114145, 0889008886, 02621472, 0889008889, 01310736, 0969800001];[08886]
89;[0000108601, 03145765, 0889008883, 00655374, 0864108808, 01638405, 0870808951, 00917581, 0881208812, 00917545, 0902509025, 00917546, 0911009144, 01835015, 0864608646, 00786440, 0838508887, 00262148, 0920300001];[08812, 09110]
90;[0000108989, 01703937, 0889008880, 01114151, 0889008881, 00065545, 0835708354, 00851983, 0844408444, 00851993, 0831908885, 03211279, 0889000001];[08444]
91;[0000108889, 04653066, 0918909190, 04653083, 0889008889, 01310745, 0969809698, 00524321, 0889008880, 01114113, 0889008880, 00589832, 0889008880, 00589863, 0889008884, 03145739, 0889008880, 00589842, 0889008886, 02621461, 0889000001];[09190, 08880, 08880, 08880]
92;[0000108353, 01048630, 0889008385, 00786448, 0845908883, 02818058, 0889000001];[]
93;[0000109267, 02752513, 0889008260, 03342338, 0864208642, 00655386, 0889008888, 06029314, 0856408562, 06029337, 0889008880, 01114143, 0889000001];[08880]
94;[0000109190, 04653074, 0830908309, 04653076, 0889008880, 00589834, 0889008885, 03211271, 0889008886, 02621459, 0889008881, 00065550, 0835708361, 00065579, 0889008884, 03145759, 0889000001];[08880, 08886, 08884]
95;[0000108361, 00065569, 0889008884, 03145741, 0889008884, 03145780, 0889008888, 06029324, 0856408562, 06029341, 0889008889, 01310737, 0969809698, 00524293, 0889008884, 03145768, 0889008884, 03145745, 0889008880, 00589851, 0889008884, 03145778, 0889008880, 00589856, 0889000001];[08884, 08889, 08884, 08884]
96;[0000109104, 02293772, 0860308422, 01900546, 0856900001];[]
97;[0000109712, 04653063, 0820809704, 04653070, 0918909289, 02687063, 0826508883, 02818056, 0889008880, 01114132, 0889008886, 01048604, 0889000001];[08880]
98;[0000108361, 00065562, 0889008885, 03211282, 0889008888, 02555914, 0891308913, 02424834, 0885200001];[]
99;[0000109290, 00524308, 0889008885, 03211266, 0889008881, 00065543, 0835708361, 00065574, 0889008880, 01114131, 0889008889, 01310775, 0929000001];[08880]
100;[0000109701, 00524305, 0889008881, 00065539, 0835708355, 00393222, 0835708361, 00065577, 0889008880, 00589862, 0889008889, 01310751, 0969809698, 00524303, 0889000001];[08880]
101;[0000109290, 00524304, 0889008429, 01966081, 0844408320, 00851977, 0844408444, 00851988, 0835408880, 01114142, 0889000001];[08880]
102;[0000109290, 00524306, 0889008881, 00720904, 0863208632, 00720914, 0889000001];[]
103;[0000108361, 00065537, 0889008429, 02687064, 0837808390, 02687021, 0856908569, 00786441, 0864600001];[]
104;[0000108207, 04653091, 0970808524, 02687041, 0886708867, 02162690, 0831908880, 01114130, 0889008886, 01048603, 0889000001];[08880]
105;[0000108641, 00786438, 0835708887, 00262149, 0882608826, 00262152, 0889008271, 00917521, 0895108951, 00917528, 0881200001];[]
106;[0000108568, 00786434, 0838508884, 02031620, 0857700001];[]
107;[0000108568, 00786437, 0835808882, 01179649, 0824108361, 00065566, 0889008880, 01114120, 0889008888, 02949123, 0889008889, 01310776, 0929009290, 00524317, 0889008884, 03145761, 0889000001];[08880, 08884]
108;[0000108881, 00065542, 0835708887, 05701633, 0911009110, 00917532, 0881200001];[]
109;[0000109190, 04653082, 0889008886, 01048594, 0889008885, 03276810, 0888508885, 03211278, 0889008886, 01048615, 0889008458, 00655387, 0889008880, 01114115, 0889008885, 03211269, 0889008885, 03276819, 0888508885, 03211268, 0889008889, 01310748, 0969809698, 00524302, 0889008361, 00065600, 0889008886, 01048614, 0889000001];[09190]
110;[0000109062, 03276820, 0889008880, 00589839, 0889008881, 00065551, 0835708361, 00065598, 0889008886, 01048608, 0889000001];[08886]
111;[0000108444, 00852001, 0831908880, 00589869, 0889008886, 02621468, 0889000001];[08886]
112;[0000108333, 02293765, 0888708356, 01507333, 0838608361, 00065584, 0889008880, 00589853, 0889000001];[]
113;[0000109223, 02293767, 0820608334, 02752517, 0847900001];[]
114;[0000108758, 02293761, 0872608726, 01572874, 0877408889, 01310774, 0929009290, 00524314, 0889000001];[]
115;[0000108212, 02293763, 0820608206, 01572871, 0821108886, 01048607, 0889000001];[]
116;[0000109044, 00458763, 0889008888, 02555915, 0891308913, 06356993, 0833200001];[]
117;[0000108361, 00065571, 0889008885, 03276808, 0888508883, 00655369, 0927400001];[]
118;[0000109021, 00458760, 0889008271, 00917505, 0895109024, 00917512, 0881208812, 00458766, 0895308886, 02621460, 0889000001];[08812]
119;[0000108881, 00065592, 0914009140, 00065561, 0889008885, 03211283, 0889008429, 02424841, 0854700001];[]
120;[0000109140, 00065587, 0889008883, 00655384, 0864108641, 00720919, 0889008888, 02555916, 0891308685, 01441795, 0869708631, 00655391, 0845808883, 02818059, 0889008886, 02621455, 0889000001];[08631]
121;[0000108361, 00065582, 0889008884, 03145770, 0889008881, 00065548, 0835700001];[]
122;[0000108872, 02424838, 0884408844, 02424835, 0887208884, 03145752, 0889000001];[]
123;[0000108534, 02424837, 0852108521, 02490369, 0853308886, 01048579, 0889008886, 02621464, 0889000001];[08886]
124;[0000109157, 01572866, 0910409104, 02293768, 0860308866, 02687060, 0914409144, 01835014, 0913900001];[]
125;[0000109698, 00524322, 0889008885, 03211267, 0889008881, 00065599, 0835700001];[]
126;[0000109127, 01572868, 0910409104, 02293764, 0889008881, 00065553, 0835708354, 00851974, 0844408444, 00851997, 0831908880, 00589855, 0889000001];[08880]
127;[0000108929, 01048617, 0889008880, 01114146, 0889008889, 01310765, 0908509085, 01310762, 0970009700, 00524312, 0889008888, 02949129, 0889000001];[08889]
128;[0000108736, 02686985, 0857009054, 02687019, 0887508875, 02687051, 0891608886, 02621458, 0889008886, 01048598, 0889008888, 06029321, 0856408562, 06029340, 0889008886, 01048611, 0889000001];[08886, 08886]
129;[0000108355, 00393232, 0835708355, 00393225, 0835708361, 00065578, 0889008884, 03145757, 0889008881, 00065557, 0835700001];[08884]
130;[0000108355, 00393235, 0836108881, 00720901, 0863200001];[]
131;[0000108353, 01048619, 0889008881, 00720899, 0863208632, 00720909, 0889008889, 01310756, 0969809698, 00524325, 0889000001];[08889]
132;[0000108659, 02686987, 0864808648, 02687059, 0865909110, 00917534, 0895108951, 00917536, 0881208812, 00917559, 0827208884, 03145779, 0889000001];[08812]
133;[0000108886, 01048618, 0889008888, 06029336, 0856408812, 00458770, 0889008888, 06029315, 0856408562, 06029344, 0889008881, 00065597, 0835708355, 00393228, 0835700001];[08812, 08881]
134;[0000108747, 02686988, 0837808378, 02686984, 0842908883, 02818053, 0889008884, 03145749, 0889000001];[]
135;[0000109069, 02686982, 0857008570, 02687056, 0867509683, 03342339, 0849900001];[]
136;[0000108355, 00393231, 0835708887, 02162689, 0891608916, 02687001, 0887508875, 02687030, 0884408844, 02686997, 0887508875, 02687025, 0884400001];[]
137;[0000109064, 04128771, 0889008884, 03145754, 0889008888, 06029323, 0856400001];[]
138;[0000108355, 00393237, 0835708355, 00393230, 0839908320, 00851975, 0844400001];[]
139;[0000109064, 04128769, 0889008885, 03276805, 0888508883, 00655361, 0863108631, 00655394, 0889008884, 03145762, 0889000001];[08631]
140;[0000109362, 00917582, 0910909683, 03342343, 0876100001];[]
141;[0000108880, 00589859, 0889008880, 00589838, 0889000001];[]
142;[0000108812, 00917571, 0911009110, 05701636, 0889000001];[]
143;[0000108951, 00917566, 0881208812, 00917517, 0936209362, 01638401, 0900309148, 00720905, 0845908883, 00655367, 0863900001];[]
144;[0000108812, 00917568, 0895408954, 00917515, 0881208812, 00917587, 0936209362, 00917578, 0827208882, 03014674, 0889000001];[]
145;[0000108444, 00851987, 0831908882, 01179659, 0889008882, 01179662, 0889000001];[]
146;[0000108444, 00851984, 0835408880, 00589828, 0889000001];[]
147;[0000108444, 00851985, 0831908885, 03211276, 0889000001];[]
148;[0000108444, 00851986, 0835408880, 01114116, 0889008888, 02949122, 0889008884, 03145769, 0889008886, 01048595, 0889008882, 03014670, 0889008886, 01048601, 0889000001];[08884, 08882]
149;[0000108320, 00851981, 0844408444, 00851989, 0835408354, 00851982, 0844408444, 00851996, 0835408881, 00065560, 0914000001];[]
150;[0000108320, 00851979, 0844408444, 00851980, 0831908880, 00589868, 0889000001];[]
151;[0000108888, 01441793, 0889008890, 02490370, 0883900001];[]
152;[0000108613, 01441794, 0889008880, 00589843, 0889008429, 02228229, 0847900001];[]
153;[0000108970, 01441797, 0889008271, 00917519, 0895108951, 00917537, 0881208812, 00917576, 0936209362, 00917577, 0827208880, 01114140, 0889000001];[08880]
154;[0000109124, 01441798, 0889008881, 01376257, 0838608361, 00065588, 0889008889, 01310779, 0929000001];[]
155;[0000109698, 00524296, 0889008884, 03145742, 0889000001];[]
156;[0000109701, 00524294, 0889008880, 01114117, 0889008884, 03145767, 0889008888, 06029316, 0856408562, 06029335, 0889008884, 03145776, 0889000001];[08884, 08884]
157;[0000109085, 00524291, 0889008429, 02687068, 0837808378, 02686979, 0874708320, 00851973, 0844408444, 00851998, 0831908882, 01179665, 0889000001];[]
158;[0000108887, 00262159, 0882608826, 00262154, 0889008880, 00589848, 0889000001];[]
159;[0000109375, 00262160, 0889008880, 00589827, 0889008882, 03014671, 0889000001];[]
160;[0000108624, 02228227, 0889008880, 00589831, 0889008880, 00589835, 0889008881, 00720898, 0865808658, 00720902, 0845908883, 01769475, 0850700001];[08880]
161;[0000108624, 00983044, 0827208272, 05701634, 0889008886, 02621475, 0889000001];[]
162;[0000108624, 00983045, 0827208884, 02883586, 0860308603, 01572873, 0821800001];[]
163;[0000108629, 00983046, 0860309024, 00917513, 0881208812, 00917548, 0902508889, 01310772, 0929009290, 00524315, 0889000001];[08812]
164;[0000109004, 00917590, 0895108951, 00917508, 0881208812, 00917564, 0911000001];[]
165;[0000108888, 02949134, 0889008885, 03276803, 0888508883, 02818050, 0889008444, 00851992, 0835408889, 01310773, 0929009290, 00524318, 0889000001];[08444]
166;[0000108356, 01507329, 0838608355, 00393229, 0836108885, 03276815, 0888508889, 01310752, 0969800001];[]
167;[0000108886, 01048597, 0889008888, 06029317, 0856408562, 06029334, 0889008884, 03145730, 0889008881, 00065552, 0835700001];[08890, 08357]
168;[0000109004, 00917509, 0895408954, 00917550, 0900309362, 00917588, 0911009110, 00917523, 0881200001];[09110]
169;[0000108241, 02818052, 0889008271, 00917511, 0881208812, 00917569, 0902508624, 00983047, 0827208880, 00589860, 0889008887, 00262147, 0920309375, 00262153, 0889008888, 02949136, 0889008880, 01114137, 0889000001];[08880, 08880]
170;[0000109048, 00458767, 0889008883, 00655375, 0864608646, 00655379, 0889008880, 01114127, 0889008880, 00589849, 0889008886, 02621471, 0889000001];[08880]
171;[0000108812, 00458768, 0889008888, 02555910, 0891308865, 02293771, 0913200001];[]
172;[0000108886, 01048587, 0889008884, 03145740, 0889008885, 03211275, 0889000001];[08884]
173;[0000108886, 01048586, 0889008882, 01179653, 0889000001];[]
174;[0000108886, 01048588, 0889008882, 03014662, 0889000001];[]
175;[0000108886, 01048590, 0889008886, 02621457, 0889008888, 06029325, 0856400001];[08886]
176;[0000108886, 01048592, 0889008886, 01048596, 0889000001];[08886]
177;[0000108241, 02818063, 0889008881, 00065563, 0835708355, 00393219, 0839908399, 00327694, 0835700001];[]
178;[0000109379, 00458771, 0889008885, 03211273, 0889008881, 00065558, 0835700001];[]
179;[0000108812, 00917540, 0827208884, 03145790, 0889008889, 01310764, 0908509085, 01310766, 0969809698, 00524299, 0889000001];[08889]
180;[0000108812, 00917541, 0911008981, 01835017, 0856908569, 01835009, 0907500001];[]
181;[0000109048, 00917535, 0827208646, 00655399, 0889008886, 02621463, 0889000001];[]
182;[0000109220, 01966083, 0831908882, 03670018, 0914009140, 00065590, 0889000001];[]
183;[0000108458, 00655373, 0889008885, 03211274, 0889008882, 01179666, 0889008883, 00655378, 0863108631, 00655372, 0889000001];[08882]
184;[0000108450, 01966085, 0838608355, 00393217, 0835708358, 00262146, 0881400001];[]
185;[0000108880, 00589825, 0889008882, 01179652, 0889008889, 01310778, 0929000001];[]
186;[0000108880, 00589826, 0889008881, 00065593, 0835708320, 00851978, 0844400001];[]
187;[0000108646, 00655389, 0889008260, 00524289, 0889008884, 03145777, 0889000001];[]
188;[0000108568, 00655383, 0889008881, 00065546, 0835708355, 00393234, 0839900001];[]
189;[0000109110, 00917510, 0827108887, 00262157, 0920309375, 00262155, 0889000001];[]
190;[0000108396, 01507330, 0874708747, 02687003, 0837808378, 02687000, 0842908883, 02818055, 0889008888, 06029319, 0856408562, 06029338, 0889008886, 01048605, 0889000001];[08886]
191;[0000109222, 00655395, 0889008880, 00589833, 0889008881, 00065544, 0835708951, 00917516, 0881208812, 00917556, 0911008631, 00655392, 0889008886, 01048606, 0889000001];[08357, 08631]
192;[0000109222, 00655396, 0889008881, 00065575, 0835708354, 00851970, 0844400001];[]
193;[0000108646, 00655390, 0889008271, 00917529, 0895108951, 00917530, 0881200001];[]
194;[0000108880, 00589841, 0889008260, 00524326, 0889008882, 03014658, 0889008886, 02621454, 0889008843, 00262151, 0920309375, 00262158, 0889008884, 03145774, 0889000001];[08886, 08884]
