*;;;;;;;;;;
* Ergebnis;;;;;;;;;;
*;;;;;;;;;;
Ergebnis: Iteration; Kosten
801;3.5863058673372224E7
802;3.5863058673372224E7
803;3.5863058673372224E7
804;3.5863058673372224E7
805;3.5863058673372224E7
806;3.5863058673372224E7
807;3.5863058673372224E7
808;3.5863058673372224E7
809;3.5863058673372224E7
810;3.5863058673372224E7
811;3.5863058673372224E7
812;3.5863058673372224E7
813;3.5863058673372224E7
814;3.5863058673372224E7
815;3.5863058673372224E7
816;3.5863058673372224E7
817;3.5863058673372224E7
818;3.5863058673372224E7
819;3.5863058673372224E7
820;3.5863058673372224E7
821;3.5863058673372224E7
822;3.5863058673372224E7
823;3.5863058673372224E7
824;3.5863058673372224E7
825;3.5863058673372224E7
826;3.5863058673372224E7
827;3.5863058673372224E7
828;3.5863058673372224E7
829;3.5863058673372224E7
830;3.5863058673372224E7
831;3.5863058673372224E7
832;3.5863058673372224E7
833;3.5863058673372224E7
834;3.5863058673372224E7
835;3.5863058673372224E7
836;3.5863058673372224E7
837;3.5863058673372224E7
838;3.5863058673372224E7
839;3.5863058673372224E7
840;3.5863058673372224E7
841;3.5863058673372224E7
842;3.5863058673372224E7
843;3.5863058673372224E7
844;3.5863058673372224E7
845;3.5863058673372224E7
846;3.5863058673372224E7
847;3.5863058673372224E7
848;3.5863058673372224E7
849;3.5863058673372224E7
850;3.5863058673372224E7
851;3.5863058673372224E7
852;3.5863058673372224E7
853;3.5863058673372224E7
854;3.5863058673372224E7
855;3.5863058673372224E7
856;3.5863058673372224E7
857;3.5863058673372224E7
858;3.5863058673372224E7
859;3.5863058673372224E7
860;3.5863058673372224E7
861;3.5863058673372224E7
862;3.5863058673372224E7
863;3.5863058673372224E7
864;3.5863058673372224E7
865;3.5863058673372224E7
866;3.5863058673372224E7
867;3.5863058673372224E7
868;3.5863058673372224E7
869;3.5863058673372224E7
870;3.5863058673372224E7
871;3.5863058673372224E7
872;3.5863058673372224E7
873;3.5863058673372224E7
874;3.5863058673372224E7
875;3.5863058673372224E7
876;3.5863058673372224E7
877;3.5863058673372224E7
878;3.5863058673372224E7
879;3.5863058673372224E7
880;3.5863058673372224E7
881;3.5863058673372224E7
882;3.5863058673372224E7
883;3.5863058673372224E7
884;3.5863058673372224E7
885;3.5863058673372224E7
886;3.5863058673372224E7
887;3.5863058673372224E7
888;3.5863058673372224E7
889;3.5863058673372224E7
890;3.5863058673372224E7
891;3.5863058673372224E7
892;3.5863058673372224E7
893;3.5863058673372224E7
894;3.546314215410556E7
895;3.546314215410556E7
896;3.546314215410556E7
897;3.546314215410556E7
898;3.546314215410556E7
899;3.546314215410556E7
900;3.546314215410556E7
901;3.546314215410556E7
902;3.546314215410556E7
903;3.546314215410556E7
904;3.546314215410556E7
905;3.546314215410556E7
906;3.546314215410556E7
907;3.546314215410556E7
908;3.546314215410556E7
909;3.546314215410556E7
910;3.546314215410556E7
911;3.546314215410556E7
912;3.546314215410556E7
913;3.546314215410556E7
914;3.546314215410556E7
915;3.546314215410556E7
916;3.546314215410556E7
917;3.546314215410556E7
918;3.546314215410556E7
919;3.546314215410556E7
920;3.546314215410556E7
921;3.546314215410556E7
922;3.546314215410556E7
923;3.546314215410556E7
924;3.546314215410556E7
925;3.546314215410556E7
926;3.546314215410556E7
927;3.546314215410556E7
928;3.546314215410556E7
929;3.546314215410556E7
930;3.546314215410556E7
931;3.546314215410556E7
932;3.546314215410556E7
933;3.546314215410556E7
934;3.546314215410556E7
935;3.546314215410556E7
936;3.546314215410556E7
937;3.546314215410556E7
938;3.546314215410556E7
939;3.546314215410556E7
940;3.546314215410556E7
941;3.546314215410556E7
942;3.546314215410556E7
943;3.546314215410556E7
944;3.546314215410556E7
945;3.546314215410556E7
946;3.546314215410556E7
947;3.546314215410556E7
948;3.546314215410556E7
949;3.546314215410556E7
950;3.546314215410556E7
951;3.546314215410556E7
952;3.546314215410556E7
953;3.546314215410556E7
954;3.546314215410556E7
955;3.546314215410556E7
956;3.546314215410556E7
957;3.546314215410556E7
958;3.546314215410556E7
959;3.546314215410556E7
960;3.546314215410556E7
961;3.546314215410556E7
962;3.546314215410556E7
963;3.546314215410556E7
964;3.546314215410556E7
965;3.546314215410556E7
966;3.546314215410556E7
967;3.546314215410556E7
968;3.546314215410556E7
969;3.546314215410556E7
970;3.546314215410556E7
971;3.546314215410556E7
972;3.546314215410556E7
973;3.546314215410556E7
974;3.546314215410556E7
975;3.546314215410556E7
976;3.546314215410556E7
977;3.546314215410556E7
978;3.546314129056111E7
979;3.5463137108677775E7
980;3.5463137108677775E7
981;3.5463137108677775E7
982;3.5463137108677775E7
983;3.5463137108677775E7
984;3.5463137108677775E7
985;3.5463137108677775E7
986;3.5463137108677775E7
987;3.5463137108677775E7
988;3.5463137108677775E7
989;3.5463137108677775E7
990;3.5463137108677775E7
991;3.5463137108677775E7
992;3.5463137108677775E7
993;3.5463137108677775E7
994;3.5463137108677775E7
995;3.5463137108677775E7
996;3.5463137108677775E7
997;3.5463137108677775E7
998;3.5463137108677775E7
999;3.5463137108677775E7
1000;3.5463137108677775E7
1001;3.5463137108677775E7
1002;3.5463137108677775E7
1003;3.5463137108677775E7
1004;3.5463137108677775E7
1005;3.5463137108677775E7
1006;3.5463137108677775E7
1007;3.5463137108677775E7
1008;3.5213141865266666E7
1009;3.5213130999238886E7
1010;3.521312936140555E7
1011;3.521312936140555E7
1012;3.521312936140555E7
1013;3.521312936140555E7
1014;3.521312685135E7
1015;3.521312685135E7
1016;3.521312685135E7
1017;3.5213125840333335E7
1018;3.521311971887778E7
1019;3.521311971887778E7
1020;3.5213115801983334E7
1021;3.5213115801983334E7
1022;3.5213115801983334E7
1023;3.5213115801983334E7
1024;3.5213115801983334E7
1025;3.5213115801983334E7
1026;3.5213109745177776E7
1027;3.5213109745177776E7
1028;3.5213109745177776E7
1029;3.521310735485555E7
1030;3.5213101288955554E7
1031;3.5213101288955554E7
1032;3.5213100376822226E7
1033;3.5213100339772224E7
1034;3.5213100339772224E7
1035;3.521309848348334E7
1036;3.521308998138333E7
1037;3.521308797551111E7
1038;3.521308797551111E7
1039;3.521308797551111E7
1040;3.521308797551111E7
1041;3.521308797551111E7
1042;3.521308797551111E7
1043;3.521308797551111E7
1044;3.521308797551111E7
1045;3.521308797551111E7
1046;3.521308797551111E7
1047;3.521308797551111E7
1048;3.521308797551111E7
1049;3.496309913237777E7
1050;3.496309913237777E7
1051;3.496309913237777E7
1052;3.496309913237777E7
1053;3.496309913237777E7
1054;3.496309913237777E7
1055;3.496309913237777E7
1056;3.496309913237777E7
1057;3.496309913237777E7
1058;3.496309913237777E7
1059;3.496309913237777E7
1060;3.496309913237777E7
1061;3.496309913237777E7
1062;3.496309913237777E7
1063;3.496309685795555E7
1064;3.496307081066111E7
1065;3.496307081066111E7
1066;3.496307081066111E7
1067;3.496307081066111E7
1068;3.4963064764127776E7
1069;3.4963064764127776E7
1070;3.4963058668977775E7
1071;3.4963058668977775E7
1072;3.4963058668977775E7
1073;3.4963058668977775E7
1074;3.4963058668977775E7
1075;3.4963058668977775E7
1076;3.4963058668977775E7
1077;3.4963058668977775E7
1078;3.4963058668977775E7
1079;3.4963058668977775E7
1080;3.4963058668977775E7
1081;3.4963058668977775E7
1082;3.4963058668977775E7
1083;3.4963058668977775E7
1084;3.4963058668977775E7
1085;3.4963058668977775E7
1086;3.4963058668977775E7
1087;3.4963058668977775E7
1088;3.4963058668977775E7
1089;3.4963058668977775E7
1090;3.4963058668977775E7
1091;3.4963058668977775E7
1092;3.4963058668977775E7
1093;3.4963058668977775E7
1094;3.4963058668977775E7
1095;3.4963058668977775E7
1096;3.4963058668977775E7
1097;3.4963058668977775E7
1098;3.4963058668977775E7
1099;3.4963058668977775E7
1100;3.4963058668977775E7
1101;3.4963058668977775E7
1102;3.4963058668977775E7
1103;3.4963058668977775E7
1104;3.4963058668977775E7
