*;;;;;;;;;;
* Ergebnis;;;;;;;;;;
*;;;;;;;;;;
Ergebnis: Iteration; Kosten
632;3.586305006479444E7
633;3.586305006479444E7
634;3.561316308252778E7
635;3.561316308252778E7
636;3.561315570628333E7
637;3.561315570628333E7
638;3.561315570628333E7
639;3.561315570628333E7
640;3.561315570628333E7
641;3.561315570628333E7
642;3.561315570628333E7
643;3.561315570628333E7
644;3.561315570628333E7
645;3.561315426652778E7
646;3.561315426652778E7
647;3.561315349713334E7
648;3.5613153076744445E7
649;3.561314899146111E7
650;3.561314557011111E7
651;3.561314393662778E7
652;3.56131396225E7
653;3.561313758713333E7
654;3.561312647566667E7
655;3.561312647566667E7
656;3.561312647566667E7
657;3.561312647566667E7
658;3.561311110213333E7
659;3.561311110213333E7
660;3.561311110213333E7
661;3.561311110213333E7
662;3.561311110213333E7
663;3.561311110213333E7
664;3.561311110213333E7
665;3.561311110213333E7
666;3.561311110213333E7
667;3.561311110213333E7
668;3.561311110213333E7
669;3.561311110213333E7
670;3.561311110213333E7
671;3.561311110213333E7
672;3.561311110213333E7
673;3.561311110213333E7
674;3.561311110213333E7
675;3.561311110213333E7
676;3.561311110213333E7
677;3.561311110213333E7
678;3.561311110213333E7
679;3.561311110213333E7
680;3.561311110213333E7
681;3.561311110213333E7
682;3.561311110213333E7
683;3.561311110213333E7
684;3.561311110213333E7
685;3.561311110213333E7
686;3.561311110213333E7
687;3.561311110213333E7
688;3.561311110213333E7
689;3.561311110213333E7
690;3.561311110213333E7
691;3.561311110213333E7
692;3.561311110213333E7
693;3.561311110213333E7
694;3.561311110213333E7
695;3.561311110213333E7
696;3.561311110213333E7
697;3.561311110213333E7
698;3.561311110213333E7
699;3.561311110213333E7
700;3.561311110213333E7
701;3.561311110213333E7
702;3.561311110213333E7
703;3.561311110213333E7
704;3.561310941037778E7
705;3.561310032705E7
706;3.561310032705E7
707;3.5613097340627775E7
708;3.561308908065556E7
709;3.561308908065556E7
710;3.561308908065556E7
711;3.561308908065556E7
712;3.561308908065556E7
713;3.561308908065556E7
714;3.561308908065556E7
715;3.561308908065556E7
716;3.561308908065556E7
717;3.561308908065556E7
718;3.561308908065556E7
719;3.561308908065556E7
720;3.561308908065556E7
721;3.561308908065556E7
722;3.561308908065556E7
723;3.561308908065556E7
724;3.561308908065556E7
725;3.561308908065556E7
726;3.561308908065556E7
727;3.561308908065556E7
728;3.561308908065556E7
729;3.561308908065556E7
730;3.561308908065556E7
731;3.561308908065556E7
732;3.561308908065556E7
733;3.561308908065556E7
734;3.561308908065556E7
735;3.561308908065556E7
736;3.561308908065556E7
737;3.561308908065556E7
738;3.561308908065556E7
739;3.561308908065556E7
740;3.561308908065556E7
741;3.561308908065556E7
742;3.561308908065556E7
743;3.561308908065556E7
744;3.561308908065556E7
745;3.561308908065556E7
746;3.561308908065556E7
747;3.561308908065556E7
748;3.561308908065556E7
749;3.561308908065556E7
750;3.561308908065556E7
751;3.561308908065556E7
752;3.561308908065556E7
753;3.561308908065556E7
754;3.561308908065556E7
755;3.561308908065556E7
756;3.561308908065556E7
757;3.561308908065556E7
758;3.561308908065556E7
759;3.561308908065556E7
760;3.561308908065556E7
761;3.561308908065556E7
762;3.561308908065556E7
763;3.561308908065556E7
764;3.561308908065556E7
765;3.561308908065556E7
766;3.561308908065556E7
767;3.561308908065556E7
768;3.561308908065556E7
769;3.561308908065556E7
770;3.561308908065556E7
771;3.561308908065556E7
772;3.561308908065556E7
773;3.561308908065556E7
774;3.561308908065556E7
775;3.561308908065556E7
776;3.561308908065556E7
777;3.561308908065556E7
778;3.561308908065556E7
779;3.561308908065556E7
780;3.561308908065556E7
781;3.561308908065556E7
782;3.561308908065556E7
783;3.561308908065556E7
784;3.561308908065556E7
785;3.561308908065556E7
786;3.561308908065556E7
787;3.561308908065556E7
788;3.561308908065556E7
789;3.561308908065556E7
790;3.561308908065556E7
791;3.561308908065556E7
792;3.561308908065556E7
793;3.561308908065556E7
794;3.561308908065556E7
795;3.561308908065556E7
796;3.561308908065556E7
797;3.561308908065556E7
798;3.561308908065556E7
799;3.561308908065556E7
800;3.561308908065556E7
801;3.561308908065556E7
802;3.561308908065556E7
803;3.561308908065556E7
804;3.561308908065556E7
805;3.561308908065556E7
806;3.561308908065556E7
807;3.561308908065556E7
808;3.561308908065556E7
809;3.561308908065556E7
810;3.561308908065556E7
811;3.561308908065556E7
812;3.561308908065556E7
813;3.561308908065556E7
814;3.561308908065556E7
815;3.561308908065556E7
816;3.561308908065556E7
817;3.561308908065556E7
818;3.561308908065556E7
819;3.561308908065556E7
820;3.561308908065556E7
821;3.561308908065556E7
822;3.561308908065556E7
823;3.561308908065556E7
824;3.561308908065556E7
825;3.561308908065556E7
826;3.561308908065556E7
827;3.561308908065556E7
828;3.561308908065556E7
829;3.561308908065556E7
830;3.561308908065556E7
831;3.561308908065556E7
832;3.561308908065556E7
833;3.561308908065556E7
834;3.561308908065556E7
835;3.561308908065556E7
836;3.561308908065556E7
837;3.561308908065556E7
838;3.561308908065556E7
839;3.561308908065556E7
840;3.561308908065556E7
841;3.561308908065556E7
842;3.561308908065556E7
843;3.561308908065556E7
844;3.561308908065556E7
845;3.561308908065556E7
846;3.561308908065556E7
847;3.561308908065556E7
848;3.561308908065556E7
849;3.561308908065556E7
850;3.561308908065556E7
851;3.561308908065556E7
852;3.561308908065556E7
853;3.561308908065556E7
854;3.561308908065556E7
855;3.561308908065556E7
856;3.561308908065556E7
857;3.561308908065556E7
858;3.561308908065556E7
859;3.561308908065556E7
860;3.561308908065556E7
861;3.561308908065556E7
862;3.561308908065556E7
863;3.561308908065556E7
864;3.561308908065556E7
865;3.561308908065556E7
866;3.561308908065556E7
867;3.561308908065556E7
868;3.561308908065556E7
869;3.561308908065556E7
870;3.561308908065556E7
871;3.561308908065556E7
872;3.561308908065556E7
873;3.561308908065556E7
874;3.561308908065556E7
875;3.561308908065556E7
876;3.561308908065556E7
877;3.561308908065556E7
878;3.561308908065556E7
879;3.561308908065556E7
880;3.561308908065556E7
881;3.561308908065556E7
882;3.561308908065556E7
883;3.561308908065556E7
884;3.561308908065556E7
885;3.561308908065556E7
886;3.561308908065556E7
887;3.561308908065556E7
888;3.561308908065556E7
889;3.561308908065556E7
890;3.561308908065556E7
891;3.561308908065556E7
892;3.561308908065556E7
893;3.561308908065556E7
894;3.561308908065556E7
895;3.561308908065556E7
896;3.561308908065556E7
897;3.561308908065556E7
898;3.561308908065556E7
899;3.561308908065556E7
900;3.561308908065556E7
901;3.561308908065556E7
902;3.561308908065556E7
903;3.561308908065556E7
904;3.561308908065556E7
905;3.561308908065556E7
906;3.561308908065556E7
907;3.561308908065556E7
908;3.561308908065556E7
909;3.561308908065556E7
910;3.561308908065556E7
911;3.561308908065556E7
912;3.561308908065556E7
913;3.561308908065556E7
914;3.561308908065556E7
915;3.561308908065556E7
916;3.561308908065556E7
917;3.561308908065556E7
918;3.561308908065556E7
919;3.561308908065556E7
920;3.561308908065556E7
921;3.561308908065556E7
922;3.561308908065556E7
923;3.561308908065556E7
924;3.561308908065556E7
925;3.561308908065556E7
926;3.561308908065556E7
927;3.561308908065556E7
928;3.561308908065556E7
929;3.561308908065556E7
930;3.561308908065556E7
931;3.561308908065556E7
932;3.561308908065556E7
933;3.561308908065556E7
934;3.561308908065556E7
935;3.561308908065556E7
936;3.561308908065556E7
937;3.536322364648889E7
938;3.536322364648889E7
939;3.536322364648889E7
940;3.536321760632778E7
941;3.536320929347222E7
942;3.536320727035555E7
943;3.5363205159483336E7
944;3.536319694538333E7
945;3.536319694538333E7
946;3.536319694538333E7
947;3.536319694538333E7
948;3.536319694538333E7
949;3.536319694538333E7
950;3.536319694538333E7
951;3.536319694538333E7
952;3.536319694538333E7
953;3.536319694538333E7
954;3.536319694538333E7
955;3.536319694538333E7
956;3.536319694538333E7
957;3.536319694538333E7
958;3.536319694538333E7
959;3.536319694538333E7
960;3.536319694538333E7
961;3.536319694538333E7
962;3.536319694538333E7
963;3.536319694538333E7
964;3.536319694538333E7
965;3.511323250356667E7
966;3.511322342672778E7
967;3.511320559663889E7
968;3.5113205122155555E7
969;3.511319733477778E7
970;3.511319733477778E7
971;3.511319733477778E7
972;3.511319733477778E7
973;3.511319733477778E7
974;3.511319733477778E7
975;3.511319733477778E7
976;3.511319733477778E7
977;3.511319733477778E7
978;3.511319733477778E7
979;3.511319733477778E7
980;3.511319733477778E7
981;3.511319733477778E7
982;3.511319733477778E7
983;3.511319733477778E7
984;3.511319733477778E7
985;3.511319733477778E7
986;3.511319733477778E7
987;3.511319733477778E7
988;3.511319733477778E7
989;3.511319733477778E7
990;3.511319733477778E7
991;3.511319733477778E7
992;3.511319733477778E7
993;3.511319733477778E7
994;3.511319733477778E7
995;3.511319733477778E7
996;3.511319733477778E7
997;3.511319733477778E7
998;3.511319733477778E7
999;3.511319733477778E7
