*;;;;;;;;;;
* Ergebnis;;;;;;;;;;
*;;;;;;;;;;
Ergebnis: Iteration; Kosten; Fahrzeuge; Ladestationen
733;3.621301737411667E7;78;20
734;3.621301737411667E7;78;20
735;3.621301737411667E7;78;20
736;3.596306062003334E7;78;19
737;3.596306061703334E7;78;19
738;3.596305562252778E7;78;19
739;3.596305562252778E7;78;19
740;3.596305562252778E7;78;19
741;3.596305562252778E7;78;19
742;3.596305562252778E7;78;19
743;3.596305562252778E7;78;19
744;3.596305562252778E7;78;19
745;3.596305562252778E7;78;19
746;3.596305562252778E7;78;19
747;3.596305562252778E7;78;19
748;3.571306792712778E7;78;18
749;3.5713066102127776E7;78;18
750;3.571306250977778E7;78;18
751;3.571306250977778E7;78;18
752;3.571306250977778E7;78;18
753;3.5313071566694446E7;77;18
754;3.5313071566694446E7;77;18
755;3.5313071566694446E7;77;18
756;3.5313071059E7;77;18
757;3.531306701205555E7;77;18
758;3.531306653926111E7;77;18
759;3.5313066394605555E7;77;18
760;3.5313066394605555E7;77;18
761;3.531306340168889E7;77;18
762;3.531306340168889E7;77;18
763;3.531306340168889E7;77;18
764;3.5313055615266666E7;77;18
765;3.5313055615266666E7;77;18
766;3.531305292400555E7;77;18
767;3.531305292400555E7;77;18
768;3.531305292400555E7;77;18
769;3.531305292400555E7;77;18
770;3.531305292400555E7;77;18
771;3.531305292400555E7;77;18
772;3.531305292400555E7;77;18
773;3.531305292400555E7;77;18
774;3.531305292400555E7;77;18
775;3.531305292400555E7;77;18
776;3.531305292400555E7;77;18
777;3.531305292400555E7;77;18
778;3.531305292400555E7;77;18
779;3.531305292400555E7;77;18
780;3.531305292400555E7;77;18
781;3.531305292400555E7;77;18
782;3.531305292400555E7;77;18
783;3.531305292400555E7;77;18
784;3.531305292400555E7;77;18
785;3.531305292400555E7;77;18
786;3.531305292400555E7;77;18
787;3.531305292400555E7;77;18
788;3.531305292400555E7;77;18
789;3.531305292400555E7;77;18
790;3.531305292400555E7;77;18
791;3.531305292400555E7;77;18
792;3.531305292400555E7;77;18
793;3.531305292400555E7;77;18
794;3.531305292400555E7;77;18
795;3.531305292400555E7;77;18
796;3.531305292400555E7;77;18
797;3.531305292400555E7;77;18
798;3.531305292400555E7;77;18
799;3.531305292400555E7;77;18
800;3.531305292400555E7;77;18
801;3.531305292400555E7;77;18
802;3.531305292400555E7;77;18
803;3.531305292400555E7;77;18
804;3.531305292400555E7;77;18
805;3.531305292400555E7;77;18
806;3.531305292400555E7;77;18
807;3.506308009398334E7;77;17
808;3.506308009398334E7;77;17
809;3.506308009398334E7;77;17
810;3.506308009398334E7;77;17
811;3.506308009398334E7;77;17
812;3.506308009398334E7;77;17
813;3.506308009398334E7;77;17
814;3.506308009398334E7;77;17
815;3.506308009398334E7;77;17
816;3.506308009398334E7;77;17
817;3.506308009398334E7;77;17
818;3.506308009398334E7;77;17
819;3.506308009398334E7;77;17
820;3.506308009398334E7;77;17
821;3.506308009398334E7;77;17
822;3.506308009398334E7;77;17
823;3.506308009398334E7;77;17
824;3.506308009398334E7;77;17
825;3.506308009398334E7;77;17
826;3.506308009398334E7;77;17
827;3.506308009398334E7;77;17
828;3.506308009398334E7;77;17
829;3.506308009398334E7;77;17
830;3.506308009398334E7;77;17
831;3.506308009398334E7;77;17
832;3.506308009398334E7;77;17
833;3.506308009398334E7;77;17
834;3.506308009398334E7;77;17
835;3.506308009398334E7;77;17
836;3.506308009398334E7;77;17
837;3.506308009398334E7;77;17
838;3.506308009398334E7;77;17
839;3.506308009398334E7;77;17
840;3.506308009398334E7;77;17
841;3.506308009398334E7;77;17
842;3.506308009398334E7;77;17
843;3.506308009398334E7;77;17
